PersonId,FirstName,LastName
3504,Yuri,Dyakonov
3505,Arkadi,Filippenko
3506,Georgiy,Millyar
3507,Walter,Lang
3508,Raisa,Ryazanova
3509,Carol,Heiss
3510,Edson,Stroll
3511,Joe,DeRita
3512,Larry,Fine
3513,Moe,Howard
3514,Charles,Wick
3515,Leon,Shamroy
3516,Lyn,Murray
3517,Günter,Kaltofen
3518,Gottfried,Kolditz
3519,Doris,Weikow
3520,Marianna Christina,Schilling
3521,Marianne Christina,Schilling
3522,Wolf-Dieter,Panse
3523,Siegfried,Tiefensee
3524,Adolf,Fischer
3525,Kurt,Hoffmann
3526,Günter,Neumann
3527,Caterina,Valente
3528,Walter,Giller
3529,Heinz,Angermeyer
3530,Georg,Richter
3531,Lazar,Wechsler
3532,Sven,Nykvist
3533,Heino,Gaze
3534,Vivian,Dandridge
3535,Vitali,Grishin
3536,Aleksandr,Rejzhevsky
3537,Mikhail,Yuzovsky
3538,Vadim,Gamaleya
3539,Alisa,Freyndlikh
3540,Oleg,Tabakov
3541,Dmitri,Surensky
3542,Mikhail,Chuprin
3543,Ivan,Gorchilin
3544,O.,Nechayeva
3545,Vladimir,Shvejtser
3546,G.,Vladychina
3547,Leonid,Polovinkin
3548,Nikita,Kondratyev
3549,V.,Sorogozhskaya
3550,Charles,Lang
3551,Mitchell,Leisen
3552,Don,Ameche
3553,John,Barrymore
3554,Francis,Lederer
3555,Manfredo,Bertini
3556,Edoardo,Anton
3557,Vittorio,Metz
3558,Sergio,Tofano
3559,Renzo,Rossellini
3560,Paolo,Stoppa
3561,Silvana,Jachino
3562,Roberto,Villa
3563,Rosetta,Tofano
3564,Heck,Allen
3565,Scott,Bradley
3566,Fred,Quimby
3567,Frank,Graham
3568,Imogene,Lynn
3569,Sol,Polito
3570,Charles,Hoffman
3571,Busby,Berkeley
3572,Vladislav,Kladnitsky
3573,Alex,Gottlieb
3574,Joan,Leslie
3575,Pavel,Kadochnikov
3576,Robert,Alda
3577,Julie,Bishop
3578,William,Prince
3579,S.Z.,Sakall
3580,D.,Del
3581,Yevghenia,Filonova
3582,Evgeniy,Zharikov
3583,Joseph,LaShelle
3584,Samuel,Hoffenstein
3585,Elizabeth,Reinhardt
3586,Cyril J.,Mockridge
3587,Jennifer,Jones
3588,Peter,Lawford
3589,Helen,Walker
3590,Reginald,Gardiner
3591,Natalya,Sedykh
3592,Aleksei,Katyshev
3593,Viktor,Pishchalnikov
3594,Konstantin,Ershov
3595,Georgi,Kropachyov
3596,Karen,Khachaturyan
3597,Leonid,Kuravlyov
3598,Natalya,Varley
3599,Vladimir,Lifshits
3600,Samuil,Rubashkin
3601,Igor,Morozov
3602,Grisha,Plotkin
3603,Aleksandr,Khvylya
3604,Leonid,Akimov
3605,Lev,Arkadyev
3606,Vitali,Gubarev
3607,Olga,Yukina
3608,Tatyana,Yukina
3609,Pavel,Bazhov
3610,Ivan,Keller
3611,Lev,Shvarts
3612,Vladimir,Druzhnikov
3613,Yekaterina,Derevshchikova
3614,John,Fenner
3615,Anthony,Minghella
3616,Peter,Smith
3617,Duncan,Kenworthy
3618,Brian,Henson
3619,Jane,Horrocks
3620,Frederick,Warder
3621,Elliott,Spiers
3622,Alison,Doody
3623,James,Wilby
3624,Paul,Weiland
3625,Joely,Richardson
3626,Ailsa,Berk
3627,Abigail,Cruttenden
3628,Eric,Richard
3629,Maggie,Wilkinson
3630,Charles,Sturridge
3631,Bryan,Pringle
3632,John,Kavanagh
3633,Brenda,Blethyn
3634,Jon,Amiel
3635,Steven,Mackintosh
3636,Philip,Jackson
3637,Reece,Dinsdale
3638,Willie,Ross
3639,Hamdi,Degirmencioglu
3640,Ertem,Göreç
3641,Zeynep,Degirmencioglu
3642,Salih,Güney
3643,Özdemir,Birsel
3644,Yildirim,Gürses
3645,Manasi,Filmeridis
3646,Bob,Peck
3647,Stuart,Richman
3648,Walter,Sparrow
3649,David,Grant
3650,Marcus,Parker-Rhodes
3651,Stan,Hayward
3652,Ron,Inkpen
3653,John,Shakespeare
3654,Derek,Warne
3655,Oswaldo,de Oliveira
3656,Ody,Fraga
3657,Alberto,Gavinho
3658,Anibal Massaini,Neto
3659,Emanoel,Rodrigues
3660,Adele,Fátima
3661,Carlos,dos Santos
3662,Ismael,Rodríguez
3663,Francisco,Cavazos
3664,Sasha,Montenegro
3665,Ernesto,Cortázar
3666,Ángel,Bilbatúa
3667,Mario,Bianchi
3668,Leone,Frollo
3669,Nino,Marino
3670,Luigi,Petrini
3671,Michela,Miti
3672,Franco,Bracardi
3673,Alessandro,Fabrizi	
3674,Candido,Simeone
3675,Ubaldo,Continiello
3676,Umberto,Galeassi
3677,Oswald,Morris
3678,David,Odell
3679,Frank,Oz
3680,Gary,Kurtz
3681,Kathryn,Mullen
3682,Yevgeni,Shapiro
3683,Yevgeni,Shvarts
3684,Mikhail,Shapiro
3685,Antonio,Spadavekkia
3686,Faina,Ranevskaya
3687,Yelena,Yunger
3688,Vincent,Valentini
3689,Arthur H.,Leonard
3690,John,Glusken
3691,Jack,Goldberg
3692,Billy,Daniels
3693,Sheila,Guyse
3694,Tondaleyo,null
3695,Ruble,Blakey
3696,Jack,Carter
3697,Mario,Albertelli
3698,Piero,Ballerini
3699,Angelo,Besozzi
3700,Fernando,Cerchio
3701,Fulvio,Palmieri
3702,Aldo,Rossi
3703,Gioachino,Rossini
3704,Mario,Trombetti
3705,Gino,Del Signore
3706,Afro,Poli
3707,Enrico,Formichi
3708,Vito,De Taranto
3709,Lori,Landi
3710,Wilfred M.,Cline
3711,Jack,Rose
3712,Melville,Shavelson
3713,David,Butler
3714,Ray,Heindorf
3715,Howard,Jackson
3716,William,Jacobs
3717,Doris,Day
3718,Claude,Dauphin
3719,Eve,Miller
3720,George,Givot
3721,Samuel A.,Taylor
3722,Ernest,Lehman
3723,Van,Cleave
3724,Humphrey,Bogart
3725,Audrey,Hepburn
3726,William,Holden
3727,Walter,Hampden
3728,Rita-Maria,Nowotny
3729,Änne,Bruck
3730,Renate,Fischer
3731,Arthur E.,Arling
3732,Helen,Deutsch
3733,Charles,Walters
3734,Edwin H.,Knopf
3735,Leslie,Caron
3736,Michael,Wilding
3737,Keenan,Wynn
3738,Estelle,Winwood
3739,Elsa,Lanchester
3740,Oscar,Hammerstein II
3741,Ralph,Nelson
3742,Roland,Vance
3743,Clark,Jones
3744,Robert Russell,Bennett
3745,Richard,Lewine
3746,Howard,Lindsay
3747,Dorothy,Stickney
3748,Ilka,Chase
3749,Kaye,Ballard
3750,Haskell B.,Boggs
3751,Walter,Scharf
3752,Jerry,Lewis
3753,Judith,Anderson
3754,Henry,Silva
3755,Robert,Hutton
3756,Aleksandr,Gintsburg
3757,Rostislav,Zakharov
3758,Sergei,Prokofiev
3759,Raisa,Struchkova
3760,Maryana,Kolpakchi
3761,Aleksandr,Pavlinov
3762,Yelena,Ryabinkina
3763,Elena,Vanke
3764,George,Atkins
3765,Al,Burns
3766,Jim,Critchfield
3767,Chris,Hayward
3768,Chris,Jenkyns
3769,Jim,MacGeorge
3770,John,Marshall
3771,Paul,Mazursky
3772,Jack,Mendelsohn
3773,Bill,Scott
3774,Larry,Tucker
3775,Lloyd,Turner
3776,Sheldon,Allman
3777,Jay,Ward
3778,Ponsonby,Britt O.B.E.
3779,June,Foray
3780,Daws,Butler
3781,Barry E.,Blitzer
3782,Ted,Nichols
3783,Alan,Reed
3784,Jean Vander,Pyl
3785,Gerry,Johnson
3786,Bernard,Fox
3787,Hoyt,Curtin
3788,Arnold,Stang
3789,Donald,Brittain
3790,Peter,Jones
3791,Budd,Knapp
3792,Hawley,Pratt
3793,William,Lava
3794,David H.,DePatie
3795,Tom,Holland
3796,Antonio L.,Ballesteros
3797,Matthew,Andrews
3798,Alfonso,Paso
3799,Arturo,Rígel
3800,George,Sherman
3801,Augusto,Algueró
3802,Manuel J.,Goyanes
3803,Robert,Conrad
3804,Fernando,Rey
3805,Antonio,Casal
3806,Fernando,Sancho
3807,Guillermo,Marín
3808,Joseph,Schrank
3809,Charles S.,Dubin
3810,Richard,Rodgers
3811,Ginger,Rogers
3812,Walter,Pidgeon
3813,Celeste,Holm
3814,Jo,Van Fleet
3815,Stuart,Damon
3816,Mario,Tosi
3817,Frank,Squires
3818,Loel,Minardi
3819,Les,Szarvas
3820,Paul,Mart
3821,Suzanne,Sybele
3822,Bill,Gaskin
3823,David,Duffield
3824,Sydney,Lassick
3825,Patricia,Mayfield
3826,John,Vernon
3827,Antoinette,Sibley
3828,Anthony,Dowell
3829,Frederick,Ashton
3830,Robert,Helpmann
3831,Leslie,Edwards
3832,William J.,Keenan
3833,Václav,Vorlícek
3834,Bozena,Nemcová
3835,Frantisek,Pavlícek
3836,Libuse,Safránková
3837,Pavel,Trávnícek
3838,Carola,Braunbock
3839,Rolf,Hoppe
3840,Karel,Svoboda
3841,Josef,Illík
3842,Bryan,Forbes
3843,Robert B.,Sherman
3844,Richard M.,Sherman
3845,Gemma,Craven
3846,Margaret,Lockwood
3847,Edith,Evans
3848,Christopher,Gable
3849,Stuart,Lyons
3850,Angela,Morley
3851,Tony,Imi
3852,Al,Adamson
3853,Budd,Donnelly
3854,Catharine,Burgess
3855,Jay B.,Larson
3856,Vaughn,Armstrong
3857,Erwin,Fuller
3858,Renee,Harmon
3859,Steve,Zuckerman
3860,Louis,Horvath
3861,Michael,Pataki
3862,Frank Ray,Perilli
3863,Cheryl,Smith
3864,Yana,Nirvana
3865,Marilyn,Corwin
3866,Jennifer,Doyle
3867,Sy,Richardson
3868,Albert,Band
3869,Charles,Band
3870,J. Larry,Carroll
3871,Joseph,Mangine
3872,William,Graham
3873,James L.,Brooks
3874,Stan,Daniels
3875,David,Davis
3876,Ed,Weinberger
3877,Charlayne,Woodard
3878,Cleavant,Derricks
3879,Mae,Mercer
3880,Clifton,Davis
3881,W. Benson,Terry
3882,Larry,Boelens
3883,Mark,Hall
3884,Ivan,Aksenchuk
3885,Genrikh,Sapgir
3886,Albert,Sazhin
3887,Tatyana,Shabelnikova
3888,Igor,Ivanov
3889,T.,Shaposhnikova
3890,Elvira,Brunovskaya
3891,Igor,Tsvetkov
3892,Vanessa,Redgrave
3893,Ray,Lee
3894,Terry,Lennon
3895,Jeffrey,Scott
3896,Bob,Richardson
3897,Robert J.,Walsh
3898,Greg,Berg
3899,Katie,Leigh
3900,Howie,Mandel
3901,Diana,Rigg
3902,Sarah,Patterson
3903,Arik,Rudich
3904,Amnon,Saloman
3905,Ludvík,Ráza
3906,Bernd,Fiedler
3907,Natalie,Minko
3908,Gudrun,Landgrebe
3909,Alessandro,Gassman
3910,Marius,Schwarz
3911,Sabine,Tettenborn
3912,Frantisek,Uldrich
3913,Tony,Ail
3914,Jennifer,Blohm
3915,Ken,Cayre
3916,Stan,Cayre
3917,Deborah,Serra
3918,Robert W.,Cort
3919,Ted,Field
3920,Scott,Kroopf
3921,Tim,Van Rellim
3922,Brad,Case
3923,Bob,Ogle
3924,Peter,DeMet	
3925,Glan,Heisch
3926,Henry G.,Saperstein	
3927,Abe,Levitow
3928,Victor,Haboush	
3929,Guy,Raz
3930,Nick,George
3931,Haim Frank,Ilfman
3932,Tami,Leon
3933,Chilik,Michaeli
3934,Jonny,Elkes
3935,Becky,Stark
3936,Avraham,Pirchi
3937,Mark,Jaster
3938,Robert,Goldstein
3939,Julia,Schifter
3940,Ania,Bukstein
3941,Gary,Carden
3942,Franco,Lo Cascio
3943,Malongo,null
3944,Kelly,Trump
3945,Nikki,Andersson
3946,Julia,Red
3947,Ric,null
3948,Alivecchi,null
3949,Andrij,Parekh
3950,Antonio,Adamo
3951,Jessica,Sharzer
3952,Annie Young,Frisbie
3953,Christopher,Libertino
3954,Fred,Berner
3955,Matthew,Myers
3956,Michael,Angarano
3957,Julie,Hickson
3958,Robert,Halmi Jr.
3959,Robert,Halmi Sr.
3960,Mary Anne,Waterhouse
3961,Michael,Convertino	
3962,João César,Monteiro	
3963,Robert,Walser
3964,Maria,Do Carmo Rôlo
3965,Paulo,Branco
3966,Mário,Barroso
3967,Heinz,Holliger
3968,Salvatore,Sciarrino
3969,Noboru,Shiroyama
3970,Yuji,Endo
3971,Fuyumi,Shiraishi
3972,Takuzou,Kamiyama
3973,Dante,Spinotti
3974,Ottavio,Alessi
3975,Carlo,Cristallini
3976,Ugo,Liberatore
3977,Roberto,Malenotti
3978,Guido,De Angelis
3979,Maurizio,De Angelis
3980,Bonnie,Bianco
3981,Pierre,Cosso
3982,Sandra,Milo
3983,Adolfo,Celi
3984,Vittorio,Caprioli
3985,Jacopo,Ferretti
3986,Alberto,Zedda
3987,John,Cox
3988,Kathleen,Kuhlmann
3989,Marta,Taddei
3990,Laura,Zannini
3991,Claudio,Desderi
3992,Laurence,Dale
3993,Jimmy,Webb
3994,Mark,Cullingham
3995,John,Achorn
3996,Jane,Alden
3997,Pat,Ast
3998,Jennifer,Beals
3999,Chao,Lin
4000,Jing,Wong
4001,Chin Yung,Shing
4002,Chen-hou,Su
4003,Mona,Fong
4004,Wai Laan,Au Yeung
4005,Anthony,Chan
4006,Lap Ban,Chan
4007,Pak-cheung,Chan
4008,Maggie,Cheung
4009,Diane,Dixon
4010,Charles A.,Nichols
4011,Dean,Elliott
4012,Ross,Bagdasarian Jr.
4013,Janice,Karman
4014,Derek,Barton
4015,Philip L.,Clarke
4016,Dody,Goodman
4017,Ericka,Beckman
4018,Gigi,Kalweit
4019,Mike,Kelley
4020,Brooke,Halpin
4021,Katy,Cavanaugh
4022,Tak,Fujimoto
4023,John,Hughes
4024,Howard,Deutch
4025,Michael,Gore
4026,Michael,Chinich
4027,Lauren,Shuler
4028,Jane,Vickerilla
4029,Molly,Ringwald
4030,Harry Dean,Stanton
4031,Jon,Cryer
4032,Annie,Potts
4033,James,Spader
4034,Shelly,Johnson
4035,Amy Holden,Jones
4036,Perry,Howze
4037,Randy,Howze
4038,Georges,Delerue
4039,Mort,Engelberg
4040,Herb,Jaffe
4041,Ally,Sheedy
4042,Beverly,D'Angelo
4043,Michael,Ontkean
4044,Valerie,Perrine
4045,Dick,Shawn
4046,Michael,Ballhaus
4047,Kevin,Wade
4048,Mike,Nichols
4049,Douglas,Wick
4050,Robert,Greenhut
4051,Harrison,Ford
4052,Melanie,Griffith
4053,Alec,Baldwin
4054,Joan,Cusack
4055,Tom,Kaufman
4056,Roger,Manley
4057,Louise,Anderson
4058,Kelly,Mancini
4059,Mitchell,Riggs
4060,Helmut,Pirnat
4061,Michael,Schulz
4062,Karin,Brandauer
4063,Christian,Brandauer
4064,Natascha,Willheim
4065,Joachim G.,Staab
4066,Jean-Marc,Bory
4067,Johanna,Elbauer
4068,Claudia,Knichel
4069,Stephan,Meyer-Kohlhoff
4070,Roswitha,Schreiner
4071,Charles,Minsky
4072,J.F.,Lawton
4073,Garry,Marshall
4074,Arnon,Milchan
4075,Steven,Reuther
4076,Richard,Gere
4077,Ralph,Bellamy
4078,Jason,Alexander
4079,Laura,San Giacomo
4080,Yoram,Gross
4081,Rod,Hay
4082,Guy,Gross
4083,Robyn,Moore
4084,Gayle,Franco
4085,Takahiko,Tsuchiya
4086,Dean,Pitchford
4087,Sterling,Johnson
4088,Dorothy,Hamill
4089,Lloyd,Bridges
4090,F. Scott,Driscoll
4091,Catherine,Foulkes
4092,Andrew,Naylor
4093,Tom,Gliserman
4094,Patricia,di Benedetto Snyder
4095,Ralf D.,Bode
4096,Robert L.,Freedman
4097,Robert,Iscove
4098,Mike,Moder
4099,Chris,Montan
4100,Brandy,Norwood
4101,Paolo,Montalban
4102,Whitney,Houston
4103,Gints,Berzins
4104,Laila,Pakalnina
4105,Christoph,Meyer-Wiel
4106,Ivars,Brakovskis
4107,Igors,Buraks
4108,Viktors,Cestnovs
4109,Andrejs,Garnavl
4110,Vadims,Grossmans
4111,Will,Severin
4112,Richard,Finkelstein
4113,Vanessa,Thorpe
4114,Erika,Johnson Newell
4115,Margaret,Robinson
4116,Joel,Aroeste
4117,David,Bunce
4118,Andrew,Dunn
4119,Susannah,Grant
4120,Andy,Tennant
4121,Rick,Parks
4122,George,Fenton
4123,Tracey,Trench
4124,Drew,Barrymore
4125,Patrick,Godfrey
4126,Megan,Dodds
4127,James,Jansen
4128,Tony,Geiss
4129,Bruce,Leddy
4130,Michael,Tavera
4131,Jill,Danton
4132,Keri,Russell
4133,Kathy,Najimy
4134,Caroll,Spinney
4135,French,Stewart
4136,Oliver,Platt
4137,Jim,Wallace
4138,Kellie Ann,Benz
4139,Tony,Randall
4140,Sarah,Chalke
4141,Christopher,Shyer
4142,Gina,Chiarelli
4143,Rondel,Reynoldson
4144,Mary,McDonald
4145,Charles,Hall
4146,Georg Brandl,Egloff
4147,Rose,Sias
4148,Aliya,Campbell
4149,Lavetta,Cannon
4150,Wood,Harris
4151,Taral,Hicks
4152,Aleksei,Rodionov
4153,Nick,Dear
4154,Beeban,Kidron
4155,Jaz,Coleman
4156,Martin,Glover
4157,Trevor,Eve
4158,Simon,Johnson
4159,Kathleen,Turner
4160,Katrin,Cartlidge
4161,David,Warner
4162,Jane,Birkin
4163,Lucy,Punch
4164,Chris,Doyle
4165,Gary,Blatchford
4166,Jody,Gannon
4167,Gerhard,Hahn
4168,David,Incorvala
4169,Jens,Busch
4170,Karsten,Sahling
4171,Harry,Schnitzler
4172,Bert,Franzke
4173,Jörg,Stuttmann
4174,Hubertus,von Lerchenfeld
4175,Antonia,Ellis
4176,Laurie,Plaksin
4177,Rich,Tackenberg
4178,Scott,Zakarin
4179,Stan,Lee
4180,Brendon,Ford
4181,Shirley,Jones
4182,Joe,Lando
4183,Liz,Lavoie
4184,Badaruddin,Azmi
4185,Mohd. Noor,Kadir
4186,Ahmad,Idham
4187,Yusof,Haslam
4188,Erra,Fazira
4189,Yusry,Abd Halim
4190,Khadijah,Ibrahim
4191,Umie,Aida
4192,Aziz M.,Osman
4193,Tom,Rogers
4194,Jule,Selbo
4195,John,Kafka
4196,Michael,Blakey
4197,Mary,Thorne
4198,Mary Alice,Drumm
4199,Rob,Paulsen
4200,Corey,Burton
4201,Andre,Stojka
4202,Russi,Taylor
4203,John,de Borman
4204,Laurie,Craig
4205,Karen,McCullah
4206,Kirsten,Smith
4207,Jennifer,Heath
4208,Michele J.,Wolff
4209,Tommy,O'Haver
4210,Nick,Glennie-Smith
4211,Jane,Startz
4212,Hugh,Dancy
4213,Aidan,McArdle
4214,Joanna,Lumley
4215,Adrian,Kristofferson
4216,Bramwell,Noah
4217,Dan,Noah
4218,Terrance,Huang
4219,Somchay,Phakonkham
4220,Sandy,Greenwood
4221,Kane,Baigent
4222,David,Stump
4223,Randal,Kleiser
4224,Bruce,Roberts
4225,David,Tobocman
4226,Lainie,Kazan
4227,Henry,Cavill
4228,Morgan,Thompson
4229,Glynn,Speeckaert
4230,Pieter,Van Hees
4231,Clifford,Gilbert
4232,Ruben,Goots
4233,Don,Warrington
4234,Rochelle,Gadd
4235,Manou,Kersting
4236,Dan,O'Shannon
4237,Steve,Moore
4238,Bennie,Wallace
4239,Garrison,Keillor
4240,Michael,Richards
4241,Mia,Farrow
4242,Tetsuo,Nagata
4243,Jan,Kounen
4244,Carlo,De Boutiny
4245,Jan,Kouren
4246,Emmanuelle,Béart
4247,Gérald,Weingand
4248,Diana,Payne-Myers
4249,Michael,Din
4250,Bruce W.,Smith
4251,Lynne,Southerland
4252,Robert,Guillaume
4253,Nell,Carter
4254,Peter,Brimson
4255,David,Hacala
4256,Ross,Murray
4257,Dennis,Sitar
4258,Mike,Wall
4259,Bernard,Rothman
4260,Eric,Till
4261,Peter,Mann
4262,Elizabeth,Manley
4263,Alan,Thicke
4264,James,Glennon
4265,Robert,Nathan
4266,Robert,Rosenblum
4267,Charles,Correll
4268,Sylvester,Levay
4269,Frederic,Golchan
4270,Rosanna,Arquette
4271,Anthony,Perkins
4272,Sergey,Khlebnikov
4273,Vadim,Prudnikov
4274,Valeriy,Strukov
4275,Garri,Bardin
4276,Armen,Dzhigarkhanyan
4277,Svetlana,Stepchenko
4278,Thomas,Vámos
4279,Márta,Mészáros
4280,Éva,Pataki
4281,Zsolt,Döme
4282,Gábor,Hanák
4283,Fanny,Lauzier
4284,Margit,Makay
4285,Pamela,Collyer
4286,Bryan,Loftus
4287,Angela,Carter
4288,Chris,Brown
4289,Asakazu,Nakai
4290,Toshirô,Ide
4291,Shirô,Moritani
4292,Taku,Izumi
4293,Tomohiro,Kaiyama
4294,Masakatsu,Kaneko
4295,Yûsuke,Okada
4296,Akira,Nakao
4297,Anthony B.,Richmond
4298,Leigh,Dunlap
4299,Mark,Rosman
4300,Ilyssa,Goodman
4301,Hunt,Lowry
4302,Dylan,Sellers
4303,Clifford,Werber
4304,Hilary,Duff
4305,Jennifer,Coolidge
4306,Chad Michael,Murray
4307,Dan,Byrd
4308,Regina,King
4309,Kwang-soo,Son
4310,Jin-yung,Hyun
4311,Ah-yung,Ahn
4312,Gyu-ryun,Ahn
4313,So-min,Jeon
4314,Ji-Won,To
4315,Daniel,Berendsen
4316,Margaret,Heidenry
4317,Colleen Millea,Ventimilia
4318,Eddie,Guzelian
4319,Frank,Nissen
4320,Joel,McNeely
4321,Margot,Pipkin
4322,Christopher Daniel,Barnes
4323,Susanne,Blakeslee
4324,Tress,MacNeille
4325,Ole,Brereton
4326,Annika,Pampel
4327,Christian Klaus,Frank
4328,Laura,Ivins-Hulley
4329,Sarah Nicole,Baldwin
4330,Jenny,Gibson
4331,Dylan,Marks
4332,Cathrine,McGibbon
4333,Jean-Philippe,Belliard
4334,Andria,Litto
4335,Lou,Forestieri
4336,Michael S.,Glick
4337,Damon,Santostefano
4338,Diane,Becker
4339,Erik,Patterson
4340,Moniqua,Plante
4341,Jessica,Scott
4342,John,Lansing
4343,Christopher,Buckeridge
4344,Selena,Gomez
4345,Toby,Poser
4346,Drew,Seeley
4347,Anna,Lucinska
4348,Jane,Lynch
4349,Katharine,Isabelle
4350,Emily,Perkins
4351,Neal,Dodson
4352,John,Paesano
4353,Eddie,Donnelly
4354,Vivian,Milroy
4355,Gene,Deitch
4356,William,Bernal
4357,Phil,Eastman
4358,Bud,Evsalin
4359,Bob,Kuwahara
4360,Ralph,Newman
4361,Thomas Lee,Morrison
4362,William M.,Weiss
4363,Lionel G.,Wilson
4364,Joy,Batchelor
4365,John,Halas
4366,Yvonne,Gilan
4367,Trudy,Young
4368,Gordon,Thomson
4370,Ann,Clark
4371,Ernest,Graves
4372,Jerry,Juhl
4373,Carl,Banas
4374,John,Ross
4375,Brian,Gilbert
4376,Teri,Garr
4377,Rene,Auberjonois
4378,Candy,Clark
4379,Posy,Simmonds
4380,Jane,Snowden
4381,Alexandre,Sterling
4382,Amnon,Salomon
4383,Diana,Blackburn
4384,Jackson,Hunsicker
4385,Øystein,Wiik
4386,Jacqueline,Doyen
4387,Iain,Smith
4388,Patricia,Ruben
4389,Enya,null
4390,Clive,Tickner
4391,Aileen,Quinn
4392,John,Paragon
4393,Helen,Hunt
4394,Seagull,Cohen
4395,Iris,Berben
4396,Michael,Degen
4397,Linda,Rybová
4398,Michal,Dlouhý
4399,Therese,Herz
4400,Brigitte,Bernert
4401,Zdenek,Merta
4402,Siegfried,Kabitzke
4403,Jana,Mattukat
4404,Peter,Sodann
4405,Susanne,Lüning
4406,Jack,Cardiff
4407,Mario,Nascimbene
4408,Ava,Gardner
4409,Edmond,O'Brien
4410,Francis,Corby
4411,Art,Lloyd
4412,James W.,Horne
4413,Charley,Rogers
4414,Stan,Laurel
4415,Oliver,Hardy
4416,Thelma,Todd
4417,Hay,Plumb
4418,Tom,Powers
4419,Percy,Darmstatter
4420,Stephen H.,Burum
4421,Lloyd,Fonvielle
4422,Frank,Roddam
4423,Maurice,Jarre
4424,Victor,Drai
4425,Clancy,Brown
4426,William,Parke
4427,Philip,Bartholomae
4428,Warner,Oland
4429,Herbert C.,Rideout
4430,Harry,Buss
4431,Pasqualino,De Santis
4432,Francesco,Rosi
4433,Raffaele,La Capria
4434,Giuseppe Patroni,Griffi
4435,Piero,Piccioni
4436,Sophia,Loren
4437,Omar,Sharif
4438,Denys,Clerval
4439,Gabriel,García Márquez
4440,Ruy,Guerra
4441,Maurice,Lecoeur
4442,Alain,Quefféléan
4443,Irene,Papas
4444,Claudia,Ohana
4445,Michael,Lonsdale
4446,Wolf,Wirth
4447,Rolf,Thiele
4448,Bernd,Kampka
4449,Gerald,Martell
4450,Marie,Liljedahl
4451,Eva,Reuber-Staier
4452,Lawrence D.,Cohen
4453,Brian,De Palma
4454,Pino,Donaggio
4455,Paul,Monash
4456,Sissy,Spacek
4457,Lee,Garmes
4458,Arthur,Laurents
4459,Max,Ophüls
4460,Wolfgang,Reinhardt
4461,James,Mason
4462,Barbara,Bel Geddes
4463,Robert,Ryan
4464,Vilmos,Zsigmond
4465,Darryl,Ponicsan
4466,Mark,Rydell
4467,James,Caan
4468,Marsha,Mason
4469,Woody,Omens
4470,David,Sheffield
4471,Barry W.,Blaustein
4472,John,Landis
4473,Nile,Rodgers
4474,George,Folsey Jr.
4475,Robert D.,Wachs
4476,Arsenio,Hall
4477,James Earl,Jones
4478,Robert,De Grasse
4479,Allan,Scott
4480,Gregory,La Cava
4481,Walter,Connolly
4482,Donald,Peterman
4483,Giorgio,Moroder
4484,Adrian,Lyne
4485,Thomas,Hedley Jr.
4486,Joe,Eszterhas
4487,Jerry,Bruckheimer
4488,Don,Simpson
4489,Michael,Nouri
4490,Herbert,Fields
4491,Joseph,Fields
4492,Bobby,Connolly
4493,Jack L.,Warner
4494,Carole,Lombard
4495,Fernand,Gravey
4496,Norbert,Brodine
4497,Preston,Sturges
4498,William,Wyler
4499,Heinz,Roemheld
4500,Carl,Laemmle Jr.
4501,Margaret,Sullavan
4502,Herbert,Marshall
4503,Oliver,Stapleton
4504,David Webb,Peoples
4505,Stephen,Frears
4506,Laura,Ziskin
4507,Dustin,Hoffman
4508,Geena,Davis
4509,Andy,Garcia
4510,Clarence G.,Badger
4511,Ben,Lyon
4512,Ona,Munson
4513,Elizabeth,Daily
4514,Nancy,Cartwright
4515,Kath,Soucie
4516,Cheryl,Chase
4517,Arlene,Klasky
4518,Gábor,Csupó
4519,Vanessa,Coffey
4520,Paul,Germain
4521,Cella,Nichols Harris
4522,Geraldine,Clarke
4523,David,Blum
4524,Kate,Boutilier
4525,Ron,Noble
4526,Michael Deadelus,Kenny
4527,Andrei,Sviskotski
4528,Guy,McElwaine
4529,Wayne,Morris
4530,David C.,Robinson
4531,Angelos,Spartalis
4532,Manos,Vakousis
4533,Ulli,Rot
4534,Petros,Polykandriotis
4535,Common,Sense
4536,Dark Elf,vs. Innersound
4537,Antonis,Kizoulis
4538,Oblivion,null
4539,Professor,Skank
4540,Angeliki,Svoronou
4541,Segundo,de Chomón
4542,Louis,Feuillade
4543,René,Dary
4544,Renée,Carl
4545,Paul,Manson
4546,Lily,Fairlie
4547,Christiane,Delval
4548,René,Donnio
4549,Robert,Boudrioz
4550,Abel,Gance
4551,Chuck,Jones
4552,Rich,Hogan
4553,John,Deering
4554,Margaret,Hill-Talbot
4555,Bill,Tytla
4556,George,Germanetti
4557,Isadore,Klein
4558,Jackson,Beck
4559,Charles,Irving
4560,Cecil,Roy
4561,Sam,Buchwald
4562,Seymour,Kneitel
4563,Izzy,Sparber
4564,Buddy,Kaye
4565,René,Cardona
4566,Adolfo,Torres Portillo
4567,María Elena,Marqués
4568,José Elías,Moreno
4569,Cesáreo,Quezadas
4570,José Luis,Bueno
4571,Armando Orive,Alba
4572,Raúl,Lavista
4573,José Ortiz,Ramos
4574,Ladislas,Fodor
4575,Russ,Tamblyn
4576,June,Thorburn
4577,Dora,Wright
4578,Douglas,Gamley
4579,Ken,Jones
4580,Emilio,Canda
4581,Joselito,null
